,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes,fold
4623,77,29,1,Bbmaj7,A7,A7,"70,70,72",9
4624,77,29,3,G-7,G-7,D-7,"74,67",9
4625,77,30,1,C-7,C7,C7,"70,72",9
4626,77,30,3,F7,F7,F7,70,9
4627,77,31,1,Bbmaj7,Bbmaj7,Bbmaj7,"69,67,65,66,63,62,65,69,72",9
4628,77,32,1,Am7b5,G-7,A-7,"70,74,72,70",9
4629,77,32,3,D7,D7,D7,"69,67,66,69",9
4630,77,33,1,G-7,G-7,G-7,"67,67,69,69,70,70,72,74",9
4631,77,34,1,A7,C7,D-7,,9
4632,77,34,3,D7,D7,D-7,,9
4633,77,35,1,G-7,G-7,G-7,"73,72,72,70,70,72,72,67",9
4634,77,37,1,F-7,C7,D-7,"67,63,60,56",9
4635,77,38,1,Bb7,Bb7,Bb7,"60,63,67,65,63,62,60",9
4636,77,39,1,Ebmaj7,Ebmaj7,Ebmaj7,"58,56,53,54,55,56,58,60,62,65,63,62,63,67",9
4637,77,41,1,Am7b5,F-7,F-7,"66,67",9
4638,77,42,1,D7,D7,D7,"69,70,72,74,75,72,69,70,67",9
4639,77,43,1,Gbdim7,G-7,G-7,"66,69,72,75,74,70,69,72",9
4640,77,44,1,G-7,G-7,F-7,"70,69,67,66,69,67,69,70,72",9
4641,77,45,1,Em7b5,C7,F-7,"74,77,76,76,74,73",9
4642,77,46,1,A7,A7,A7,"74,76,78",9
4643,77,47,1,Am7b5,D7,D-7,"79,79,78",9
4644,77,48,1,D7,D7,D-7,"78,72,75",9
4645,77,49,1,G-7,G-7,Bm7b5,"74,77,81,73,73",9
4646,77,50,1,A7,G-7,C7,"72,70,72",9
4647,77,50,3,D7,D7,D-7,"74,70",9
4648,77,51,1,G-7,G-7,G-7,67,9
4649,77,53,1,F-7,Am7b5,C7,"75,72,68,69,65",9
4650,77,54,1,Bb7,Bb7,Bb7,"64,62,63",9
4651,77,55,1,Ebmaj7,Ebmaj7,Ebmaj7,"62,65,68,72,70,70,67,65,63,62,65,63,62,63,67,64,63",9
4652,77,57,1,Em7b5,F-7,F-7,"64,67,65,64",9
4653,77,57,3,A7,F-7,A7,"65,69,67,66",9
4654,77,58,1,Bbmaj7,D-7,D-7,"67,70,69,68,69,72,70,69",9
4655,77,59,1,Am7b5,Ebmaj7,D-7,"70,72,74,75",9
4656,77,59,3,D7,D7,D7,"74,72,70,69",9
4657,77,60,1,G-7,G-7,Gmaj7,"72,69,70,72",9
4658,77,60,3,Em7b5,C7,C7,"74,70,67,63,64",9
4659,77,61,1,Bbmaj7,A7,A7,"65,62,64,67,70",9
4660,77,61,3,G-7,Ebmaj7,D-7,"74,72,70",9
4661,77,62,1,C-7,C7,C7,"69,70,69,67,65",9
4662,77,62,3,G7,F7,F7,63,9
4663,77,63,1,Bbmaj7,C-7,G-7,"62,65,69,72,70",9
4664,77,64,1,Am7b5,G-7,A-7,"72,74,70",9
4665,77,64,3,D7,D7,D7,67,9
4666,77,65,1,G-7,G-7,G-7,"65,67",9
4667,78,1,3,G7,Eb7,G7,,10
4668,78,2,1,C-7,C7,C-7,"63,67",10
4669,78,2,3,F7,F7,F7,70,10
4670,78,3,1,Bb6,Bbmaj7,Bb6,,10
4671,78,3,3,G-7,Bb7,G-7,"65,67",10
4672,78,4,1,C-7,C-7,C-7,"63,65",10
4673,78,4,3,F7,F7,F7,"61,63",10
4674,78,5,1,F-7,Bb7,Bbmaj7,,10
4675,78,5,3,Bb7,Bb7,Bb7,,10
4676,78,6,1,Eb7,Eb7,Eb7,"69,68",10
4677,78,6,3,Ab7,Ab7,Ab7,"67,66,61,57,54",10
4678,78,7,1,D-7,G7,Bbmaj7,"53,55",10
4679,78,7,3,G7,G7,G7,,10
4680,78,8,1,C-7,C-7,C-7,"54,55,60,57",10
4681,78,8,3,F7,F7,F7,"55,53",10
4682,78,9,1,Bb6,F-7,Bbmaj7,,10
4683,78,9,3,G7,Bb7,G7,,10
4684,78,10,1,C-7,C-7,C-7,,10
4685,78,10,3,F7,F7,F7,"56,55,56,55,53",10
4686,78,11,1,Bb6,F-7,Bb6,"51,50,48",10
4687,78,11,3,G-7,Bb7,G7,"46,47,54,56",10
4688,78,12,1,C-7,C-7,C-7,"55,51,50",10
4689,78,12,3,F7,F7,F7,"54,52,53,50",10
4690,78,13,1,F-7,F-7,Bb6,"46,50,44",10
4691,78,13,3,Bb7,Bb7,Bb7,,10
4692,78,14,1,Eb7,Eb7,Eb7,,10
4693,78,14,3,Ab7,Ab7,Ab7,,10
4694,78,15,1,C-7,C-7,C-7,,10
4695,78,15,3,F7,F7,F7,"53,58,62",10
4696,78,16,1,Bb6,Bb6,Bbmaj7,"63,62,63,65,61,62,60",10
4697,78,17,1,D7,G-7,G7,"62,60,62,60",10
4698,78,19,1,G7,G7,G7,"60,59,63,64,68,69,68,67,66,65,64",10
4699,78,21,1,C7,C-7,C7,"62,61,60,59,58,62,57,53,60,57,58,62,66,69,66,67,69",10
4700,78,23,1,F7,F7,F7,"70,72,70,69,68,67,63,59,56,65,64,61,57,55,56,54",10
4701,78,25,1,Bb6,Bb6,Bb7,"53,51,50,48",10
4702,78,25,3,G7,G7,G7,"47,58,55",10
4703,78,26,1,C-7,C-7,C-7,,10
4704,78,26,3,F7,F7,F7,,10
4705,78,27,1,Bb6,F-7,Bbmaj7,"52,53,57,60",10
4706,78,27,3,G-7,G7,G-7,"64,61,56,52",10
4707,78,28,1,C-7,C-7,C-7,"51,53,55,58",10
4708,78,28,3,F7,F7,F7,"66,61,57",10
4709,78,29,1,F-7,F-7,Bbmaj7,"54,56,60,63,67",10
4710,78,29,3,Bb7,Bb7,Bb7,"70,62,66,69",10
4711,78,30,1,Eb7,Eb7,Eb7,"73,61,64,68",10
4712,78,30,3,Ab7,Ab7,Ab7,"71,68,70,66",10
4713,78,31,1,C-7,C-7,D-7,"63,60,65,69",10
4714,78,31,3,F7,F7,F7,"68,64,59,56",10
4715,78,32,1,Bb6,Bb6,Bbmaj7,"58,55,56,57,61,64,68,67,66",10
4716,78,33,1,Bb6,G-7,G7,"65,63,62,60",10
4717,78,33,3,G7,G7,G7,"58,60,62,67",10
4718,78,34,1,C-7,C-7,C-7,"60,62,63,67",10
4719,78,34,3,F7,F7,F7,"72,65",10
4720,78,35,1,Bb6,Bb6,Bbmaj7,,10
4721,78,35,3,G-7,G-7,G-7,,10
4722,78,36,1,C-7,C-7,C-7,"74,72,67,70",10
4723,78,36,3,F7,F7,F7,"69,66,65,63",10
4724,78,37,1,F-7,F-7,Bbmaj7,"62,64,66,69",10
4725,78,37,3,Bb7,Bb7,Bb7,"76,74",10
4726,78,38,1,Eb7,C-7,Eb7,,10
4727,78,38,3,Ab7,Ab7,Ab7,"77,76,75,74",10
4728,78,39,1,D-7,C-7,Bbmaj7,"73,69,66,64",10
4729,78,39,3,G7,G7,G7,"71,73,71,67,71",10
4730,78,40,1,C-7,C-7,C-7,"70,67,63",10
4731,78,40,3,F7,F7,F7,"69,71,69,66,69",10
4732,78,41,1,Bb6,Bb6,Bb6,"68,65",10
4733,78,41,3,G7,Bb7,G7,67,10
4734,78,42,1,C-7,C-7,C-7,"67,69,70,72",10
4735,78,42,3,F7,F7,F7,"68,69,65,72,74",10
4736,78,43,1,Bb6,F-7,Bbmaj7,65,10
4737,78,43,3,G-7,Bb7,G7,67,10
4738,78,44,1,C-7,C-7,C-7,,10
4739,78,44,3,F7,F7,F7,,10
4740,78,45,1,F-7,F-7,Bbmaj7,,10
4741,78,45,3,Bb7,Bb7,Bb7,65,10
4742,78,46,1,Eb7,C-7,Eb7,"68,65",10
4743,78,46,3,Ab7,Ab7,Ab7,,10
4744,78,47,1,C-7,C-7,C-7,"69,72",10
4745,78,47,3,F7,F7,F7,"68,65",10
4746,78,48,1,Bb6,Bb6,Bbmaj7,"68,65,62",10
4747,78,49,1,D7,G-7,G7,"76,79,80,76,72,68,69,70,72,74,73,72",10
4748,78,51,1,G7,G7,G7,"71,70,69,68,67,66,65,69,64,61,62,64,65,67,68,67",10
4749,78,53,1,C7,C-7,C7,"68,67,62,58,55,60,57,58,62,66,69,72,66",10
4750,78,55,1,F7,F7,F7,"67,71,74,73,69,66,68,71,64,66,69,68,63,64,67,66,64",10
4751,78,57,1,Bb6,Bb6,Bb7,"65,63,62,60",10
4752,78,57,3,G7,G7,G7,"59,68,70,67,62",10
4753,78,58,1,C-7,C-7,C-7,"65,63,58",10
4754,78,58,3,F7,F7,F7,"62,62,57,60",10
4755,78,59,1,Bb6,F-7,F-7,"58,53",10
4756,78,59,3,G-7,G7,G-7,"57,55",10
4757,78,60,1,C-7,C-7,C-7,,10
4758,78,60,3,F7,F7,F7,52,10
4759,78,61,1,F-7,F-7,Bbmaj7,"54,56,57,59",10
4760,78,61,3,Bb7,Bb7,Bb7,"61,63,64,66",10
4761,78,62,1,Eb7,C-7,Eb7,"67,63,58,54",10
4762,78,62,3,Ab7,Ab7,Ab7,"61,60,59,57",10
4763,78,63,1,C-7,C-7,C-7,"56,54,53,52",10
4764,78,63,3,F7,F7,F7,"51,52,54,56",10
4765,78,64,1,Bb6,Bb6,Bbmaj7,"57,55,56,58,59,61,63,64",10
4766,78,65,1,Bb6,G-7,G7,"66,68,69,71",10
4767,78,65,3,G7,G7,G7,"73,65,66",10
4768,78,66,1,C-7,C-7,C-7,"70,67,68,69",10
4769,78,66,3,F7,F7,F7,"64,68,66",10
4770,78,67,1,Bb6,Bb6,Bbmaj7,"65,63,62,61",10
4771,78,67,3,G-7,G-7,G7,"59,60",10
4772,78,68,1,C-7,C-7,C-7,"63,61",10
4773,78,68,3,F7,F7,F7,"64,67,66",10
4774,78,69,1,F-7,F-7,Bbmaj7,68,10
4775,78,69,3,Bb7,Bb7,Bb7,"71,69",10
4776,78,70,1,Eb7,C-7,Eb7,"66,71,67",10
4777,78,70,3,Ab7,Ab7,Ab7,"74,73",10
4778,78,71,1,D-7,C-7,C-7,,10
4779,78,71,3,G7,G7,G7,"69,72,71,68",10
4780,78,72,1,C-7,C-7,C-7,"67,70,68",10
4781,78,72,3,F7,F7,F7,"69,64,68,67",10
4782,78,73,1,Bb6,F-7,F-7,"66,63,58,54",10
4783,78,73,3,G7,Bb7,G7,"59,61,63,65,67,69,64",10
4784,78,74,1,C-7,C-7,C-7,"66,69,71",10
4785,78,74,3,F7,F7,F7,"68,69,73,75",10
4786,78,75,1,Bb6,F-7,F-7,"73,75",10
4787,78,75,3,G-7,Bb7,G-7,"73,71",10
4788,78,76,1,C-7,C-7,C-7,"69,71",10
4789,78,76,3,F7,F7,F7,,10
4790,78,77,1,F-7,F-7,Bbmaj7,"69,68,66",10
4791,78,77,3,Bb7,Bb7,Bb7,"68,66,64,62",10
4792,78,78,1,Eb7,C-7,Eb7,"64,62",10
4793,78,78,3,Ab7,Ab7,Ab7,"61,59",10
4794,78,79,1,C-7,C-7,C-7,,10
4795,78,79,3,F7,F7,F7,"47,50,54,57",10
4796,78,80,1,Bb6,Bb6,Bbmaj7,"53,54,58,61,63,66,68,68",10
4797,78,81,1,D7,G-7,G7,"71,72,74,72,71,69,68,69,71,72,69,68,68,63,64,67,66,74,76",10
4798,78,83,1,G7,G7,G7,"81,87,84",10
4799,78,85,1,C7,C-7,G7,"82,79",10
4800,78,87,1,F7,F7,F7,"75,74,72,67,70,69,72,77",10
4801,78,89,1,Bb6,Bb6,Bb7,82,10
4802,78,89,3,G7,G-7,G7,"79,75,72",10
4803,78,90,1,C-7,C-7,C-7,"77,74,70",10
4804,78,90,3,F7,F7,F7,"67,72,69",10
4805,78,91,1,Bb6,F-7,Bb6,"65,67,69,74",10
4806,78,91,3,G-7,G7,G7,"71,68,64,61",10
4807,78,92,1,C-7,C-7,C-7,"66,63,59,56",10
4808,78,92,3,F7,F7,F7,"57,61,63",10
4809,78,93,1,F-7,F-7,Bbmaj7,"66,68,65",10
4810,78,93,3,Bb7,Bb7,Bb7,70,10
4811,78,94,1,Eb7,C-7,Eb7,,10
4812,78,94,3,Ab7,Ab7,Ab7,"64,66,63,68",10
4813,78,95,1,C-7,C-7,Bbmaj7,"62,64,61,66",10
4814,78,95,3,F7,F7,F7,"60,62,63,65",10
4815,78,96,1,Bb6,Bb6,Bbmaj7,"66,68,66,71,69,68,66",10
4816,78,97,1,Bb6,G-7,G7,"65,67,64,65",10
4817,78,97,3,G7,G7,G7,"70,68,64,61",10
4818,78,98,1,C-7,C-7,C-7,"63,65,63,68",10
4819,78,98,3,F7,F7,F7,"65,61",10
4820,78,99,1,Bb6,Bb6,Bbmaj7,"61,63,61",10
4821,78,99,3,G-7,G-7,G-7,"66,63,58,54",10
4822,78,100,1,C-7,C-7,C-7,"59,60,59,65",10
4823,78,100,3,F7,F7,F7,,10
4824,78,101,1,F-7,F-7,Bb6,"45,49,52,54,57",10
4825,78,101,3,Bb7,Bb7,Bb7,"56,54,53,52",10
4826,78,102,1,Eb7,C-7,Eb7,"51,53,55,58,61",10
4827,78,102,3,Ab7,Ab7,Ab7,"66,61,56,57,56,54",10
4828,78,103,1,D-7,C-7,D-7,"53,55,58",10
4829,78,103,3,G7,G7,G7,55,10
4830,78,104,1,C-7,C-7,C-7,,10
4831,78,104,3,F7,F7,F7,,10
4832,78,105,1,Bb6,F-7,Bb6,"49,54,58",10
4833,78,105,3,G7,G-7,G7,"59,61,63,66",10
4834,78,106,1,C-7,C-7,C-7,"64,59,56",10
4835,78,106,3,F7,F7,F7,"52,57,61,62,66",10
4836,78,107,1,Bb6,F-7,Bb6,"69,66,62,60",10
4837,78,107,3,G-7,Bb7,G7,"59,62,65,68",10
4838,78,108,1,C-7,C-7,C-7,"66,67,64,60",10
4839,78,108,3,F7,F7,F7,"66,64,65,62",10
4840,78,109,1,F-7,F-7,Bb6,"58,53,68",10
4841,78,109,3,Bb7,Bb7,Bb7,"55,58,60,61",10
4842,78,110,1,Eb7,C-7,Eb7,"58,54,51,48",10
4843,78,110,3,Ab7,Ab7,Ab7,"49,57",10
4844,78,111,1,C-7,C-7,C-7,"55,53,48,51,53",10
4845,78,111,3,F7,F7,F7,50,10
4846,78,112,1,Bb6,Bb6,Bb6,"59,60,62",10
4847,78,113,1,D7,G-7,G7,"64,66,67,68,69,71,72,73",10
4848,78,115,1,G7,G7,G7,"69,64",10
4849,78,117,1,C7,C-7,G7,"71,73,70,66,70,73",10
4850,78,119,1,F7,F7,F7,"73,69,75,73,69,68,66,64",10
4851,78,121,1,Bb6,Bb6,Bb7,"65,67,70,72",10
4852,78,121,3,G7,G-7,G7,74,10
4853,78,122,1,C-7,C-7,C-7,,10
4854,78,122,3,F7,F7,F7,"77,76,77,79",10
4855,78,123,1,Bb6,F-7,Bb6,"77,75,74,72",10
4856,78,123,3,G-7,G7,G7,"71,68,67,65",10
4857,78,124,1,C-7,C-7,C-7,"63,65,70",10
4858,78,124,3,F7,F7,F7,"74,65,67,68",10
4859,78,125,1,F-7,F-7,Bb6,"68,67,66",10
4860,78,125,3,Bb7,Bb7,Bb7,"65,61",10
4861,78,126,1,Eb7,C-7,Eb7,"60,59",10
4862,78,126,3,Ab7,Ab7,Ab7,58,10
4863,78,127,1,C-7,C-7,C-7,"53,58,62",10
4864,78,127,3,F7,F7,F7,"63,62,58,53",10
4865,78,128,1,Bb6,Bb6,Bb6,"60,60,58,55",10
4866,78,129,1,Bb6,G-7,G7,,10
4867,80,1,3,D-maj7,Eb7,A7,"69,71,67,69,71,67,69,71,67",9
4868,80,2,1,D-7,D-7,A7,"69,71,67,72,74,69,71,67",9
4869,80,2,3,D-6,D-7,G7,"70,72,68,73,75,72,68,65,65",9
4870,80,3,1,G-,D-7,Db7,"62,60,67,69,60,60",9
4871,80,3,3,G-maj7,D-,C7,"62,65,68,69,70",9
4872,80,4,1,G-7,D-7,Am7b5,"69,65,60,53,58,57,55",9
4873,80,4,3,G-6,Am7b5,G-6,,9
4874,80,4,4,A7,Am7b5,Am7b5,"57,61,64,68",9
4875,80,5,1,D-,D-,D7,"69,68,69,67,66,67,65,64,65,67,66,67,65,64,63,64,65,64,65",9
4876,80,6,1,D7,G-,Bm7b5,"64,60,57,57,69,71,74,71,65,66,71,68,69,72,75,79,78,77",9
4877,80,7,1,G-7,G,Ebmaj7,"76,75,71,70,66,63,61,62,65,69,70,72,76,79",9
4878,80,7,3,C7,Am7b5,D-7,"84,81",9
4879,80,8,1,Fmaj7,A-7,Fmaj7,"86,84,83,82,81,79,77,76,74,76,77,79,74,75,76,72,69",9
4880,80,8,3,Em7b5,Em7b5,G-7,"70,72,73,75,76,78,79,81",9
4881,80,8,4,A7,A7,A7,"78,79,84,61,79,77,79",9
4882,80,9,1,D-,D-,D-7,"81,77,76,79,76,74,76,77,74,76",9
4883,80,9,3,D-maj7,Em7b5,Bm7b5,"73,70,74,75,71,68,73,69,66,69,71,68,64,70",9
4884,80,10,1,D-7,Em7b5,Em7b5,"66,61,68,64,66,71,68,69,72,76,80,78,75,71,66",9
4885,80,10,3,D-6,G7,G7,"68,73,63,66,59,63,60,56,51,58,60",9
4886,80,11,1,G-,D-,Bm7b5,"62,65,60,58,57",9
4887,80,11,3,G-maj7,D-,C7,"62,62,62,62,65,60,58,57",9
4888,80,12,1,G-7,A7,D7,"65,67,64,65,62,65,60,58,57,55",9
4889,80,12,3,G-6,Am7b5,C7,"57,58,60,61",9
4890,80,12,4,A7,Am7b5,C7,"64,67,69,70,72",9
4891,80,13,1,D-,D-,D7,"73,74,69,69,69,69,70,71,69,67,64,60",9
4892,80,14,1,D7,G-,G-7,"59,62,57,52,59,60,59,56,57,62,59,60,64,67,71,74,72,67,68,71,69,63,64,67,65,66,70,68,69,72,75,80,79,78,77,76",9
4893,80,15,1,G-7,G-,G-7,"75,71,65,66,70,68,69,72,67,68",9
4894,80,15,3,C7,Am7b5,C7,"69,60,60,64",9
4895,80,16,1,Fmaj7,D-,Fmaj7,"67,60,64,67,60,64,67,60,64,67,64,68,61",9
4896,80,16,3,Eb-7,Em7b5,G-7,"65,68,61,65,68,63",9
4897,80,16,4,Ab7,D7,Ab7,"66,62,66,69,65",9
4898,80,17,1,Dbmaj7,G-7,G7,"68,72,65,68,72,70,72",9
4899,80,17,3,Bb-7,G-7,A-7,"75,72,75,72,70,65",9
4900,80,18,1,Eb-7,A-7,Eb7,63,9
4901,80,18,3,Ab7,Ab7,Ab7,"52,53,56,55,53,54,56,58,61,64,65,64,65",9
4902,80,19,1,Db7,Dbmaj7,Db7,"68,64,60,63,60,58,57,56,54,53,51,49,48,46,45",9
4903,80,19,3,Bb7,G-7,Gb7,"44,46,49,51",9
4904,80,20,1,Eb7,A-7,Eb-7,"53,48",9
4905,80,20,3,Ab7,A-7,Ab7,"57,59,52,62,57,66,60,70,71,72",9
4906,80,21,1,Dbmaj7,Dbmaj7,Db7,"70,72,76,77",9
4907,80,21,3,Bb-7,E-7,Db7,"75,73,72,73,65",9
4908,80,22,1,Eb-7,Eb-7,Eb7,"68,68,72,75",9
4909,80,22,3,Ab7,Ab7,Ab7,"80,77,75,77,72,70,72,68,65,68,65,63",9
4910,80,23,1,G-7,Dbmaj7,Db,"64,65,67,69,67,64,62,60,57,58,60,58,57",9
4911,80,24,1,C7,C7,C7,60,9
4912,81,2,1,Ab7,G7,F,,3
4913,81,3,1,Db7,G7,G7,"68,70,63",3
4914,81,4,1,Gb,C7,Gb7,,3
4915,81,4,3,Gdim,A7,Eb7,,3
4916,81,5,1,Ab7,C7,Db7,"63,65,66,63,70,68,66,65,63,65,66",3
4917,81,8,1,Db,D7,F7,"68,61",3
4918,81,8,3,Ddim,Bb7,F7,"63,61",3
4919,81,9,1,Eb7,G7,A-7,"65,71,73,72,70,69",3
4920,81,12,1,B7,D7,Abmaj7,"69,68,66,64,63",3
4921,81,13,1,E7,E7,Abmaj7,"62,61,59,58",3
4922,81,14,1,A,A7,A7,"57,59,61,62",3
4923,81,14,3,Bbdim,D7,D7,"64,62,61,60",3
4924,81,15,1,B7,A7,Eb7,"59,63,66,69,68,66,65,63",3
4925,81,16,1,G7,E7,Abmaj7,"62,65,69,72,71,69,67,65",3
4926,81,17,1,C,C7,C-7,"64,67,62,59,60",3
4927,81,18,1,Ab7,A7,Eb7,,3
4928,81,19,1,Db7,G7,G7,"59,63,66,70,68,65,63",3
4929,81,20,1,Gb,Gb7,Cmaj7,"61,59,58,56",3
4930,81,20,3,Gdim,A7,Ab7,"54,56,58,60",3
4931,81,21,1,Ab7,C7,Db7,"61,62,65,64,63,61,60,59,56,58,63,68",3
4932,81,24,1,Db,Db7,C-7,"68,69,68,66,64",3
4933,81,24,3,Ddim,Bb7,Dm7b5,"65,61,58,55",3
4934,81,25,1,Eb7,G7,A-7,"61,58,61,65,65,67,69,69,72,72,75,73,72,70,69,72",3
4935,81,28,1,B7,D7,Abmaj7,"70,64,65,68,67,63",3
4936,81,29,1,E7,E7,E7,"73,74,73,71,69",3
4937,81,30,1,A,A7,Dmaj7,"68,69,71,73",3
4938,81,30,3,Bbdim,D-7,D7,"69,61",3
4939,81,31,1,B7,A7,A-7,,3
4940,81,32,1,G7,E7,Abmaj7,"59,55,53,50",3
4941,81,33,1,C,C7,C-7,"48,50,52,53,54,58,57,55",3
4942,81,34,1,Ab7,C7,Eb7,"56,58,59,61,63,65,66,67,68",3
4943,81,35,1,Db7,G7,G7,"70,67,68,70,71,75,73,72,71",3
4944,81,36,1,Gb,Gb7,Cmaj7,"68,65",3
4945,81,36,3,Gdim,Ab7,A-7,66,3
4946,81,37,1,Ab7,C7,Db7,"65,66,65,63,62,65,63,61,60,58,56,58,60,63,68,65,66,63,68,67",3
4947,81,40,1,Db,Db7,C-7,"65,61,58,55",3
4948,81,40,3,Ddim,Db7,Ab7,61,3
4949,81,41,1,Eb7,G7,Db7,"70,72,69,70,67,63,58,68,66,67,63,65,65,61,58",3
4950,81,44,1,B7,D7,Abmaj7,"57,55,55,58",3
4951,81,45,1,E7,E7,Abmaj7,"57,54,50,47,55,56,54,52",3
4952,81,46,1,A,A7,A7,45,3
4953,81,46,3,Bbdim,D-7,D7,,3
4954,81,47,1,B7,A7,B-7,51,3
4955,81,48,1,G7,E7,E7,"51,55,54,58,55,56,57",3
4956,81,49,1,C,C7,Cmaj7,"53,49,50,55,52,51,50,49",3
4957,81,50,1,Ab7,C7,Eb7,"48,49,50,58,55,56,57",3
4958,81,51,1,Db7,G7,G7,"49,51,56,55,54,53,51,48,49,51",3
4959,81,52,1,Gb,Gb7,Cmaj7,"53,56,55,54",3
4960,81,52,3,Gdim,Ab7,A-7,"53,54",3
4961,81,53,1,Ab7,C7,Db7,"48,50,53,52,51,49,48,46,45,50,54,57,47,51,54,59,56,57,60,63",3
4962,81,56,1,Db,Db7,C-7,"66,69,68,66",3
4963,81,56,3,Ddim,Db7,C-7,"65,61,58,55",3
4964,81,57,1,Eb7,G7,Eb7,"61,58,64,65,67,69,72,75",3
4965,81,60,1,B7,D7,Abmaj7,,3
4966,81,61,1,E7,E7,Abmaj7,"76,73,68,69,66",3
4967,81,62,1,A,A7,A7,62,3
4968,81,62,3,Bbdim,D-7,D7,,3
4969,81,63,1,B7,A7,B-7,"74,71,68,64",3
4970,81,64,1,G7,E7,E7,"72,69,66,63,71,68,64,60",3
4971,81,65,1,C,C7,Cmaj7,"57,60,64,67,71,67,64,61",3
4972,81,66,1,Ab7,C7,Eb7,"70,66,63,59,56,59,63,65",3
4973,81,67,1,Db7,G7,G7,"66,68,70,71,75,73,71,68",3
4974,81,68,1,Gb,Gb7,Cmaj7,"70,66,61,58",3
4975,81,68,3,Gdim,Ab7,A-7,54,3
4976,81,69,1,Ab7,C7,Db7,"72,68,64,61,71,66,70,66,62,58,56,57,60,64,66,69,68,66,65,63",3
4977,81,72,1,Db,Db7,C-7,"60,61,63,65",3
4978,81,72,3,Ddim,Db7,C-7,"68,71,72,71",3
4979,81,73,1,Eb7,G7,Eb7,"70,68,67,66,65,64,63,62,61,63,65,61,60,58,57,58,63,61,57,55,60,58",3
4980,81,76,1,B7,D7,Abmaj7,"61,59,61,59",3
4981,81,77,1,E7,E7,Abmaj7,"62,66",3
4982,81,78,1,A,A7,A7,"66,64,66,64",3
4983,81,78,3,Bbdim,D-7,D7,"69,73",3
4984,81,79,1,B7,A7,Eb7,"71,68,69,66",3
4985,81,80,1,G7,E7,Abmaj7,"65,63,62,60,59,62,65,68",3
4986,81,81,1,C,C7,Cmaj7,"67,66,67,66,72,70,64",3
4987,81,82,1,Ab7,C7,Eb7,"63,62,63,62,70",3
4988,81,83,1,Db7,G7,G7,,3
4989,81,84,1,Gb,Gb7,Gb7,,3
4990,81,84,3,Gdim,Ab7,Cmaj7,,3
4991,81,85,1,Ab7,C7,Db7,"63,62,63,62,70,62,63,62,63,62,63,62,70,62,63,62,63,62,63,62,70,69",3
4992,81,88,1,Db,Db7,C-7,"67,68,67,68,67",3
4993,81,88,3,Ddim,G7,Dm7b5,"68,67,68",3
4994,81,89,1,Eb7,G7,Db7,"68,68,69,68,69,68,69,67,68,68,68,69,68,69,68,69,68,67,67,66",3
4995,81,92,1,B7,D7,Abmaj7,"65,64,63,62,61,60,59,57,56",3
4996,81,93,1,E7,E7,Bb-7,"59,61,71,73,73,74,73,73,73",3
4997,81,94,1,A,A7,Fmaj7,"74,73,74,73,74,73,74,73",3
4998,81,94,3,Bbdim,D-7,Dmaj7,,3
4999,81,95,1,B7,A7,Eb7,,3
5000,81,96,1,G7,E7,E7,"74,71,67,65,69,67",3
5001,81,97,1,C,C7,C-7,"64,60,64,67",3
5002,81,98,1,Ab7,C7,Eb7,"68,65,66,70,67",3
5003,81,99,1,Db7,G7,G7,"68,70,69,71,73",3
5004,81,100,1,Gb,Gb7,Gb7,"70,49",3
5005,81,100,3,Gdim,Ab7,Eb7,54,3
5006,81,101,1,Ab7,C7,Db7,"53,51,50,51,53,54,51,44,57,56,54,56,57,59",3
5007,81,104,1,Db,Db7,C-7,"56,57,56,54,52",3
5008,81,104,3,Ddim,G7,Dm7b5,"53,52,51,50",3
5009,81,105,1,Eb7,G7,Eb7,"49,51,53,55,56,57,60,61,58,52,53,56,55,51,51,45,51,56",3
5010,81,108,1,B7,D7,Abmaj7,"55,53,54,49,50,59,58,56",3
5011,81,109,1,E7,E7,Bb-7,"57,53,54,58,56,57,61,58",3
5012,81,110,1,A,A7,Fmaj7,"59,63,58,62",3
5013,81,110,3,Bbdim,D-7,Dmaj7,"59,60,61,64",3
5014,81,111,1,B7,A7,Eb7,"68,65,66,70,68,71,70,68",3
5015,81,112,1,G7,E7,G7,"72,74,71,70,71",3
5016,81,113,1,C,C7,Cmaj7,"74,75,75,74,73",3
5017,81,114,1,Ab7,C7,Bb-7,"72,66,70,71,70,71,69,68",3
5018,81,115,1,Db7,G7,Bb-7,"70,67,68,69,61,67,68,68",3
5019,81,116,1,Gb,Gb7,Cmaj7,"67,66,65,64",3
5020,81,116,3,Gdim,Ab7,A-7,"63,62,61,60",3
5021,81,117,1,Ab7,C7,Db,"58,60,62,63,65,63,65,66,68,70,70,72,75,71,72,68,81,78,76",3
5022,81,120,1,Db,Db7,F7,"77,68,70,73",3
5023,81,120,3,Ddim,G7,Cmaj7,70,3
5024,81,121,1,Eb7,G7,Db7,"75,73,75,77,76,76,77,78,79,78,79,82",3
5025,81,124,1,B7,D7,Abmaj7,"84,82,80,78,77,76,75,74",3
5026,81,125,1,E7,E7,Bb-7,"73,74,76,80,82,81,80",3
5027,81,126,1,A,A7,Fmaj7,"76,74,73,71",3
5028,81,126,3,Bbdim,D-7,Dmaj7,"70,68,69",3
5029,81,127,1,B7,A7,A-7,"65,66,70,67,68,69,65,64,62",3
5030,81,128,1,G7,E7,Abmaj7,"66,67,65,67,65,64,60,57,55",3
